FID,region,prefecture,commune,canton,operateur,operateur_unitaire,lon,lat
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721f,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,"Moov, Togocom",Moov,0.674433,7.440822
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721f,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,"Moov, Togocom",Togocom,0.674433,7.440822
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721e,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.591444,7.407654
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721e,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.591444,7.407654
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721d,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,"Moov, Togocom",Moov,0.677453,7.43948
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721d,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,"Moov, Togocom",Togocom,0.677453,7.43948
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721c,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,Togocom,Togocom,0.674383,7.475788
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721b,Maritime,Golfe,Golfe 6,Baguida,Togocom,Togocom,1.32624,6.164982
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-721a,Plateaux,Wawa,Wawa 1,Kpété-Béna,Togocom,Togocom,0.604085,7.437404
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7219,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.328193,6.162848
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7219,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.328193,6.162848
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7218,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.246704,6.183516
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7218,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.246704,6.183516
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7217,Plateaux,Wawa,Wawa 1,Kpété-Béna,Togocom,Togocom,0.603273,7.44263
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7216,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,Togocom,Togocom,0.68527,7.517662
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7215,Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,Togocom,1.247023,6.175399
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7214,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,"Moov, Togocom",Moov,0.684748,7.519372
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7214,Plateaux,Wawa,Wawa 2,Gbadi-N'kougna,"Moov, Togocom",Togocom,0.684748,7.519372
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7213,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.247803,6.177788
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7213,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.247803,6.177788
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7212,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.271079,6.169505
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7212,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.271079,6.169505
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7211,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.3348,6.175513
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7211,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.3348,6.175513
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7210,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.248434,6.179452
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7210,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.248434,6.179452
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720f,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.248618,6.179362
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720f,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.248618,6.179362
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720e,Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,Togocom,1.251323,6.18546
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720d,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.252416,6.188865
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720d,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.252416,6.188865
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720c,Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,Togocom,1.25252,6.188943
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720b,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Moov,1.124768,6.228298
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720b,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Togocom,1.124768,6.228298
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-720a,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.257551,6.204124
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7209,Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,Non renseigne,1.257353,6.203743
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7208,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.269893,6.165112
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7208,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.269893,6.165112
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7207,Plateaux,Wawa,Wawa 3,Klabé-Efoukpa,"Moov, Togocom",Moov,0.790773,7.616887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7207,Plateaux,Wawa,Wawa 3,Klabé-Efoukpa,"Moov, Togocom",Togocom,0.790773,7.616887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7206,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.257413,6.204239
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7206,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.257413,6.204239
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7205,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.257075,6.203851
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7205,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.257075,6.203851
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7204,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Moov,1.141034,6.230867
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7204,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Togocom,1.141034,6.230867
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7203,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.34337,6.169305
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7203,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.34337,6.169305
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7202,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.331265,6.168637
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7202,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.331265,6.168637
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7201,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.266272,6.143657
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7201,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.266272,6.143657
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7200,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.245087,6.21271
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7200,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.245087,6.21271
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ff,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.246015,6.214189
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ff,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.246015,6.214189
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fe,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.3434,6.170457
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fe,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.3434,6.170457
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fd,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Moov,0.602414,7.558593
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fd,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Togocom,0.602414,7.558593
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fc,Maritime,Golfe,Golfe 1,Bè-Est,Nsp,Non renseigne,1.255247,6.150452
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fb,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.268004,6.17223
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fb,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.268004,6.17223
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fa,Plateaux,Wawa,Wawa 3,Doumé,"Moov, Togocom",Moov,0.809366,7.606107
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71fa,Plateaux,Wawa,Wawa 3,Doumé,"Moov, Togocom",Togocom,0.809366,7.606107
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f9,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Moov,1.165853,6.221055
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f9,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Togocom,1.165853,6.221055
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f8,Maritime,Golfe,Golfe 1,Bè-Est,Moov,Moov,1.265726,6.137721
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f7,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.331417,6.16615
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f7,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.331417,6.16615
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f6,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.2554,6.15011
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f5,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,"Moov, Togocom",Moov,1.491905,7.930222
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f5,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,"Moov, Togocom",Togocom,1.491905,7.930222
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f4,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,"Moov, Togocom",Moov,1.492289,7.930141
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f4,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,"Moov, Togocom",Togocom,1.492289,7.930141
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f3,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Moov,1.165365,6.221466
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f3,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Togocom,1.165365,6.221466
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f2,Plateaux,Wawa,Wawa 3,Klabé-Efoukpa,"Moov, Togocom",Moov,0.79126,7.617078
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f2,Plateaux,Wawa,Wawa 3,Klabé-Efoukpa,"Moov, Togocom",Togocom,0.79126,7.617078
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f1,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Moov,1.163955,6.222533
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f1,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Togocom,1.163955,6.222533
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f0,Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",Moov,0.676567,7.57305
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71f0,Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",Togocom,0.676567,7.57305
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ef,Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",Moov,0.676359,7.573542
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ef,Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",Togocom,0.676359,7.573542
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ee,Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",Moov,0.718528,7.597888
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ee,Plateaux,Wawa,Wawa 3,Zogbégan,"Moov, Togocom",Togocom,0.718528,7.597888
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ed,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.244342,6.182824
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ed,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.244342,6.182824
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ec,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.252562,6.149648
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ec,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.252562,6.149648
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71eb,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Moov,1.132482,6.226766
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71eb,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Togocom,1.132482,6.226766
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ea,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.254087,6.193914
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ea,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.254087,6.193914
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e9,Maritime,Golfe,Golfe 2,Bè-Centre,Moov,Moov,1.254224,6.197058
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e8,Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,Togocom,1.254385,6.198135
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e7,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Moov,1.134848,6.226158
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e7,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Togocom,1.134848,6.226158
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e6,Savanes,Tône,Tône 2,Naki-Ouest,Togocom,Togocom,0.06106,10.893553
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e5,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Moov,1.148928,6.219458
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e5,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",Togocom,1.148928,6.219458
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e4,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.249809,6.201613
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e4,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.249809,6.201613
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e3,Maritime,Golfe,Golfe 6,Baguida,Togocom,Togocom,1.333693,6.167883
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e2,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.254482,6.198917
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e2,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.254482,6.198917
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e1,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.237387,6.128988
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e1,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.237387,6.128988
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e0,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.249388,6.147756
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71e0,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.249388,6.147756
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71df,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.249124,6.200472
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71df,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.249124,6.200472
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71de,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Nsp,Non renseigne,0.646457,10.629018
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71dd,Maritime,Golfe,Golfe 1,Bè-Est,Nsp,Non renseigne,1.237255,6.130565
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71dc,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.248343,6.193022
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71dc,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.248343,6.193022
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71db,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.331427,6.171432
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71db,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.331427,6.171432
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71da,Maritime,Zio,Zio 1,Kpomé,Nsp,Non renseigne,1.362787,6.289482
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d9,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.249893,6.195507
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d9,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.249893,6.195507
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d8,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.249162,6.193301
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d8,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.249162,6.193301
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d7,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.342542,6.173382
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d7,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.342542,6.173382
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d6,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.25596,6.191121
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d6,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.25596,6.191121
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d5,Maritime,Golfe,Golfe 6,Baguida,Togocom,Togocom,1.332528,6.171842
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d4,Maritime,Golfe,Golfe 2,Bè-Centre,Togocom,Togocom,1.251287,6.191217
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d3,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.24464,6.140292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d3,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.24464,6.140292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d2,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.220244,6.13651
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d2,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.220244,6.13651
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.173488,6.243623
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d0,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.267546,6.1964
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71d0,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.267546,6.1964
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71cf,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.24458,6.140421
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ce,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.20004,6.125617
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ce,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.20004,6.125617
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71cd,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.326698,6.186849
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71cd,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.326698,6.186849
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71cc,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Moov,1.215038,6.156647
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71cc,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Togocom,1.215038,6.156647
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71cb,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.224425,6.126887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ca,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.333963,6.191585
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71ca,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.333963,6.191585
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c9,Maritime,Golfe,Golfe 3,Bè-Ouest,Togocom,Togocom,1.215057,6.15666
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c8,Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,Non renseigne,1.191708,6.176842
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c7,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.266673,6.161832
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.194508,6.183637
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.194508,6.183637
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c5,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.16387,6.193763
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c4,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.142687,6.17212
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c4,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.142687,6.17212
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c3,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.163603,6.194223
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-71c2,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.1101,6.169768
